OrderID,CustomerName,CoffeeType,Quantity,TotalPrice($),OrderTime,PaymentMethod,StoreLocation
6acff20f-d707-4b6d-9c3b-d3b5ecaadafb,Eric,Cappuccino,3,12.0,2025-04-20 14:46:10.490232,Credit Card,East Alexander
b8a9b014-24dc-4a07-8405-6d2ba5fcd671,Nicole,Iced Latte,3,15.0,2025-02-17 15:28:05.052674,Mobile Payment,North Derrick
74be4b20-dc32-48a0-aa75-80e2ce52309d,Patricia,Americano,1,3.5,2025-02-24 11:34:39.346811,Mobile Payment,Hansonmouth
d1f03374-8d53-4691-ac93-6f698269041a,Shannon,Iced Latte,1,5.0,2024-12-24 09:50:58.382130,Mobile Payment,South Cassandra
bb1d23a8-d8c8-43b0-bf87-36f193f3c702,Joel,Macchiato,1,4.2,2025-01-20 03:14:46.783440,Cash,Houseshire
09b185d6-fa6d-41ee-8890-f5065df1bf6f,Ashley,Flat White,2,8.0,2025-02-26 05:09:25.968039,Mobile Payment,New Timothyland
86c2ad8f-bb36-47b0-baed-6f49245fd841,Tonya,Espresso,1,3.0,2025-04-18 02:22:22.757384,Credit Card,Stevenland
16a46b83-9c2d-4672-a3d1-803c85fab5ea,John,Espresso,3,9.0,2025-02-12 16:02:21.590186,Credit Card,Lake Cynthiashire
e7515d4b-0d82-4d52-9cf0-21b84ffffb59,Matthew,Latte,3,13.5,2025-03-11 15:45:21.131927,Credit Card,Gibsonfort
6bc7b635-54de-49cd-bbdb-453692ef63c1,Michael,Flat White,1,4.0,2025-04-17 00:29:37.364441,Mobile Payment,Keithton
bfda55c9-98fe-44f3-ac40-d95ab1eedf64,Kevin,Flat White,1,4.0,2025-03-12 20:12:16.398905,Mobile Payment,Bryanfort
0d36f5e4-92a6-43e6-ab48-c6e694010dfe,Diana,Flat White,3,12.0,2024-12-12 19:27:08.744382,Credit Card,West Toddberg
c8a4ae21-d9f8-40e9-93ad-3ead816ebf32,Joshua,Latte,2,9.0,2024-11-13 18:01:00.238913,Credit Card,Joshuaview
9a940c6c-1c8e-406b-bdce-4d4d03a2cee9,Greg,Espresso,1,3.0,2025-02-05 13:40:13.917201,Credit Card,Lake Sean
c853bc55-42e1-4302-ace6-f908cecea5d3,Jaclyn,Cappuccino,1,4.0,2025-01-17 01:36:33.064019,Mobile Payment,West Traceyberg
277664d0-d25c-4d37-af16-d03b987593c3,Mary,Cold Brew,3,13.5,2025-03-06 22:53:20.900727,Mobile Payment,Townsendbury
a33817fa-b9db-4388-b0af-f6eba9217ddc,Gary,Macchiato,1,4.2,2025-02-03 00:17:16.950605,Cash,Brianview
0d722918-1db1-4e86-91cc-c8d3c1676505,Gary,Flat White,2,8.0,2025-01-01 08:07:37.080701,Cash,Thomasside
b4a2b699-aefa-423b-a13a-9ff93bd13a43,Peter,Americano,3,10.5,2024-12-07 11:51:27.204545,Credit Card,Smithmouth
f63614f5-50d0-483d-adb1-be7a61cb0527,Alyssa,Flat White,1,4.0,2025-04-13 00:36:21.697095,Mobile Payment,New Danachester
dbbd3290-a6ed-4add-ab04-cd299c48c830,Joseph,Latte,3,13.5,2024-12-08 21:35:29.339240,Credit Card,West Destinyfurt
bfc46c0e-acdf-40ff-85ed-3982760b3673,John,Mocha,1,5.0,2025-02-20 04:38:00.233975,Mobile Payment,New Matthew
5032739c-2e0f-4484-be43-541ab0b6148c,Amy,Macchiato,1,4.2,2025-02-20 08:37:42.325994,Cash,North Roberthaven
59fcfaeb-7229-44a9-af7c-e6091a99aae0,Jeffrey,Macchiato,1,4.2,2024-12-11 06:24:36.934314,Cash,North Andrew
98197749-f041-44f7-8e8f-d00b178976de,Diane,Latte,2,9.0,2025-03-22 01:08:43.346996,Mobile Payment,Lake Susanland
603ecfef-2141-4a14-9acc-b00ddb3fb4a2,Diana,Latte,2,9.0,2025-04-02 19:24:54.310514,Mobile Payment,North Heather
a9151364-778a-469f-8b68-d94d40da9c7d,Sharon,Iced Latte,3,15.0,2025-02-14 03:35:54.860394,Cash,Kaylamouth
12f178bd-c7de-41a9-a976-9b0f41e0cfaf,Joshua,Macchiato,1,4.2,2024-10-31 22:43:12.011274,Credit Card,Cookton
43c1136c-d013-47a3-b4a2-9332421becca,Gregory,Cappuccino,1,4.0,2024-11-02 05:25:55.174300,Cash,New Philip
24d4d5a3-1bc2-497e-bdf7-7791a53e62ba,Amber,Latte,2,9.0,2025-01-07 06:31:51.599102,Cash,South Jenniferville
9243a301-1206-4ad6-92aa-da4b08eca4c8,Jessica,Mocha,1,5.0,2025-03-11 10:06:18.688525,Cash,South Eduardotown
63f6bf77-aa23-4ba2-89af-9883eed21f94,Joseph,Cappuccino,2,8.0,2025-02-25 08:00:40.078557,Mobile Payment,Andrewshaven
7d9d2b3b-c55f-4445-b09e-0302b525a4d9,Timothy,Cappuccino,1,4.0,2025-01-02 06:45:54.230117,Mobile Payment,New Jeremiahfurt
c7a2ee6f-d166-4b08-b073-6dd1f443864c,Timothy,Latte,3,13.5,2025-02-01 02:14:01.784186,Cash,Mathewport
ff3c6d4e-a1dc-4cab-8e21-3ce5668eb10e,Susan,Cold Brew,1,4.5,2024-11-06 02:35:53.531539,Credit Card,Christophermouth
a5d5bbf9-4a3a-4b3a-8439-dfcfc2ad0d97,James,Cold Brew,1,4.5,2025-01-29 18:18:07.370914,Mobile Payment,Guerreroport
1b552618-e57e-42d3-a3dd-e733b225574e,Crystal,Macchiato,2,8.4,2024-12-25 03:10:10.167035,Mobile Payment,Lake Samuelborough
067e4b72-316e-4645-8923-85fe23d34d22,Jennifer,Macchiato,1,4.2,2025-02-05 18:49:08.125963,Cash,Priceside
88b04b77-7feb-4cf3-8ec7-7371a4b65cfa,Tammie,Cold Brew,1,4.5,2025-03-17 17:24:39.625058,Cash,North Matthewmouth
67cf5ce0-0af5-44a9-b894-3df8c9abda91,David,Cold Brew,2,9.0,2025-03-16 20:56:05.908375,Credit Card,Bentleyside
3ba4f2ba-9450-4024-bdb5-8d062621d32d,Sandy,Mocha,3,15.0,2024-10-27 06:58:30.784536,Credit Card,South Desiree
9e4da214-eb03-4c4e-a83c-dff978a1d988,Brandon,Espresso,3,9.0,2025-02-25 13:26:59.959407,Credit Card,North Gerald
d21bf733-4ead-48d3-a797-f3ae0cca0c05,Laura,Iced Latte,2,10.0,2025-01-11 19:44:26.948245,Cash,Port Brittany
1d3ae131-1b38-4581-9145-bd7fd15b5a37,Tyler,Mocha,2,10.0,2025-03-15 10:12:15.880554,Credit Card,North Linda
d5fd46d7-cfbf-4796-965c-1e3f6d1c31d6,Tina,Cold Brew,2,9.0,2025-02-21 09:08:29.369949,Cash,Davidshire
d62015f0-5253-46f7-a328-051e8bbf1b30,Tami,Espresso,2,6.0,2024-11-28 11:29:28.078047,Credit Card,New Glennland
c1eecd7a-2428-485a-861d-e0171ee92d3b,Robert,Mocha,2,10.0,2025-02-24 15:32:35.147718,Cash,South John
19977e2e-2224-4813-8a6b-3e3d94fd0594,Kylie,Latte,3,13.5,2025-02-12 22:44:57.090280,Mobile Payment,Stricklandtown
01a02047-14aa-4ca3-bca9-e68fe12f3b21,Adrian,Iced Latte,3,15.0,2025-04-07 14:21:27.891331,Credit Card,Robertfort
24a167fd-34c6-4a9b-a07c-0594b13e655f,Danielle,Cold Brew,2,9.0,2025-01-24 00:48:17.567732,Mobile Payment,Allenburgh
98a547b2-09a1-4b34-b111-84e79c4c37b3,Hector,Iced Latte,1,5.0,2025-01-19 19:10:52.032993,Mobile Payment,Lake Margaretport
8ec61be5-012b-409e-ab35-8d15590cee67,Joe,Espresso,2,6.0,2024-11-11 00:10:26.402037,Credit Card,New Michaelside
c5346e41-76d6-4c39-b822-7b0d81ee30e4,Courtney,Americano,1,3.5,2024-11-27 13:02:57.638715,Credit Card,East Danielberg
e9570a2a-f7f4-4477-9802-13baaf6c2278,Thomas,Cold Brew,2,9.0,2024-11-21 17:48:58.639855,Mobile Payment,North Deannaport
5594552b-405a-4e7e-af46-a41f35a7ac9b,Christina,Cappuccino,2,8.0,2025-04-01 00:24:33.085457,Cash,Williamston
2875ad5d-2d06-4862-8990-779cecc3b699,Kristen,Cold Brew,3,13.5,2025-01-17 02:14:06.278605,Cash,North Pattymouth
6b47ed61-5372-4bed-946b-448297bb9fbf,James,Macchiato,1,4.2,2025-02-21 02:22:20.544558,Mobile Payment,Jerryville
3cb3c9fa-191a-4b3d-ba4f-ece7537d66c6,Joan,Latte,1,4.5,2025-03-28 07:57:10.388410,Mobile Payment,Vanceland
0de92f1b-7c02-44e5-95c8-9b2d7892d145,Pamela,Cappuccino,3,12.0,2024-11-16 00:20:44.434814,Cash,Thompsonstad
31b42308-b846-4413-b52e-761322eb69b1,Crystal,Americano,3,10.5,2025-04-16 14:50:11.054880,Mobile Payment,West David
47d5ac92-0f45-45da-9194-1591b134b58f,Derek,Cold Brew,3,13.5,2025-03-25 00:04:30.401216,Credit Card,Barnesmouth
9a87e357-4b8f-4475-a2eb-b2d2384852b6,Eric,Iced Latte,3,15.0,2025-03-14 14:00:40.224766,Mobile Payment,New Tara
6964eb16-1623-4e87-bacd-c514dae18b28,Melody,Cappuccino,1,4.0,2025-01-17 20:25:22.229284,Credit Card,New Thomas
bae27198-03b6-4657-8777-be217677a166,Ronnie,Macchiato,1,4.2,2025-03-28 19:50:00.542385,Credit Card,West Ryan
977e5877-ed6f-4ee3-a44e-7cd138efa3bc,Sophia,Flat White,2,8.0,2025-04-05 08:07:03.405573,Credit Card,South Tinaton
c4c36368-bbc5-4a50-b87c-b0d3fdc419b2,William,Macchiato,2,8.4,2025-01-06 06:11:36.048894,Mobile Payment,Mendozaville
15457c64-3d92-4952-becb-002e73d3328c,Angela,Espresso,3,9.0,2024-10-22 19:51:07.196792,Mobile Payment,Dodsonberg
a5cbbf6f-3d33-4164-8bb8-ebe25bc07988,Yolanda,Macchiato,3,12.6,2024-10-23 11:12:54.360447,Cash,Evanmouth
956abfdf-bf4e-4e46-9204-79cedba0c89e,Andrew,Macchiato,3,12.6,2025-01-11 13:51:15.662416,Cash,Port Jacqueline
5ed3e00e-df1e-44cb-8a34-2e3c2f589a81,Courtney,Iced Latte,2,10.0,2025-02-26 00:51:44.072505,Mobile Payment,Port Courtneyfurt
87ea651b-5539-462b-b0d5-08a9e4b81e89,Antonio,Flat White,2,8.0,2025-01-06 07:05:22.685002,Credit Card,Helenside
c9a62c37-3507-4c5d-8b62-f5b693423b4f,Gail,Mocha,2,10.0,2025-02-10 19:19:29.929475,Mobile Payment,Jillton
acb60e81-e8f6-4796-b200-a32c83c5c510,Michael,Cappuccino,2,8.0,2024-10-29 23:18:07.834972,Credit Card,Diazton
a5eea4a2-2cde-431f-9dce-8d9b5d96120d,Angelica,Latte,2,9.0,2024-11-01 18:57:05.040652,Mobile Payment,East Tina
a6276167-1d12-4daf-8a25-71593d170879,Timothy,Cappuccino,2,8.0,2025-04-09 23:21:07.446844,Credit Card,Port Julie
e5def08e-5a4b-4fdb-9209-eaab39b6410e,Joseph,Mocha,2,10.0,2025-02-21 17:09:10.651123,Mobile Payment,Brianstad
805f0892-7c79-4dd9-b3d1-2f3e5860c4f4,Alisha,Flat White,3,12.0,2024-11-11 22:57:34.401270,Cash,Shannonstad
b177116d-f203-4633-ac5d-d02dccc67ffd,Lisa,Latte,3,13.5,2025-04-10 06:55:16.819749,Credit Card,East Patriciamouth
e5dfc7af-6403-44bc-9486-0c2d1659ddcc,Harold,Iced Latte,3,15.0,2025-04-13 11:03:24.439762,Credit Card,North Fredville
26870a98-7f0f-4662-a5e0-50f6b273f93c,Nancy,Macchiato,3,12.6,2025-01-23 14:17:42.445613,Cash,West Robertside
58c158e2-7951-452b-a1cc-8ba7ee854c72,Robert,Iced Latte,2,10.0,2025-03-04 04:57:14.119838,Cash,West Jaimetown
d5bf1edb-3b79-4a1e-8d4f-2875df2ddf20,Stacey,Flat White,1,4.0,2025-02-15 05:24:22.581592,Mobile Payment,Lanemouth
b265a6c2-aa75-4eeb-97e6-42d67c743895,Alyssa,Macchiato,2,8.4,2025-01-28 15:59:22.409630,Cash,Torresberg
2bf6f6c4-4e76-44e9-8a12-ba49e5f5cdc8,Kristina,Macchiato,1,4.2,2024-11-30 22:50:49.479270,Credit Card,Taraton
74b799ec-48cd-42c0-9a66-219e25f98046,Stephanie,Cappuccino,3,12.0,2025-02-10 11:19:50.457494,Cash,Lake Amanda
d6de70c5-2ce4-499d-b924-08c32ea9ef6c,Jean,Macchiato,2,8.4,2025-04-03 16:30:08.709078,Credit Card,East John
931414e8-510e-441f-be67-e8e90a88e6ca,David,Americano,3,10.5,2024-12-07 02:08:30.669867,Cash,East Anna
fa5fafdb-5123-49fa-aa61-b32f08e1624e,Maurice,Cappuccino,2,8.0,2024-12-27 14:58:47.108004,Cash,New Kevin
ee5a8856-6791-459c-8661-7f95eba18fa8,Victor,Latte,3,13.5,2024-11-16 02:17:04.347327,Credit Card,Reillyberg
8bd03267-bd0e-41ce-b85b-c2d301196e6d,Theresa,Latte,1,4.5,2024-12-20 00:36:05.680347,Mobile Payment,Thomasport
fb0e7c28-c110-4cfe-b1aa-9ba0f83811c5,Virginia,Iced Latte,1,5.0,2025-02-19 06:43:18.131596,Mobile Payment,Morganville
0a42be3f-e671-4582-ba9e-8394bb4ccb14,Donald,Iced Latte,1,5.0,2025-01-29 02:54:09.185903,Cash,Angelbury
538cc0ca-17ac-47e9-9b7e-24ca722b4439,Brian,Macchiato,2,8.4,2025-02-14 14:41:26.097460,Mobile Payment,Port Shari
15661feb-05c5-4f8d-b21a-6c3f47263c24,Amanda,Cappuccino,1,4.0,2025-01-09 20:45:12.787577,Mobile Payment,New Prestonfort
82f552c8-9ae6-4149-9a69-78cf51589375,Sherry,Flat White,2,8.0,2025-04-04 08:52:01.307365,Cash,Raymondchester
031eef96-5f71-4cc4-a2d8-46d05ea011cd,Justin,Cappuccino,1,4.0,2024-12-23 16:32:13.308592,Cash,Sawyerland
71b86ce0-e347-4e25-ba54-98fd3737cc38,Judith,Cappuccino,1,4.0,2025-01-04 10:00:13.113950,Mobile Payment,Robertschester
23bab528-6a08-4aa0-a57c-5c02ba85e403,Mary,Cold Brew,2,9.0,2025-02-06 16:40:43.461167,Cash,East Kevin
fc9454ae-867a-411a-9e16-2c17fd06a179,Matthew,Flat White,2,8.0,2025-04-08 21:05:28.924674,Credit Card,Davischester
6a1d9731-45f8-414d-aa16-ce6ea388ca32,Gregory,Americano,1,3.5,2025-01-12 21:44:26.144900,Credit Card,East Jacob
7d9704fe-8dca-4908-8a1a-421961bba5fb,Bobby,Mocha,2,10.0,2025-03-20 08:47:51.035133,Mobile Payment,Troymouth
00a0586e-ca8d-4d5a-86de-fca8397a284f,Eric,Cold Brew,1,4.5,2024-12-14 08:19:09.917983,Cash,Martinezport
e8239943-7dec-4605-adeb-57f96acac954,Gwendolyn,Iced Latte,2,10.0,2024-12-04 05:33:25.052078,Cash,Port Joshualand
94c0b9e0-5c9c-4570-bedd-62a79950f11a,Timothy,Mocha,3,15.0,2025-01-08 03:37:21.816010,Credit Card,Courtneyfort
1e9d095b-d17a-49bd-b1ba-0beaf9690579,Nathaniel,Americano,3,10.5,2025-03-03 08:08:16.792309,Credit Card,Port Jordanshire
7606fa34-51d6-4f11-a569-3e130efa8993,Natalie,Cold Brew,3,13.5,2024-11-14 06:58:37.046301,Credit Card,North Joseph
f4852088-e97f-4025-a2e1-17986b65450b,Michael,Mocha,3,15.0,2024-12-12 11:08:33.395627,Credit Card,New Jamesburgh
c0ac430a-9948-4f82-9831-b802c3c2aee6,Gary,Iced Latte,3,15.0,2024-12-18 10:36:22.443242,Mobile Payment,Margaretport
b0377c52-b2ad-4fa6-af79-3d4a457e55cb,Michael,Flat White,1,4.0,2025-01-26 02:27:03.134902,Cash,Madelinetown
5f7ddbb1-480a-4e9f-84a6-d693230f1e69,Kimberly,Americano,3,10.5,2025-01-03 18:10:01.273206,Mobile Payment,North Jeffery
303c1503-d4e2-4134-b89a-e4fd80ddb386,Laura,Cappuccino,3,12.0,2025-01-30 12:36:40.777023,Credit Card,South Stevenland
ec6494e0-2198-4e3c-919f-cf311dd73f1f,Andre,Espresso,3,9.0,2024-12-23 02:45:35.605706,Mobile Payment,Donmouth
85eb43c8-98ff-405c-bcd2-280ee3c51ba8,Kathryn,Cold Brew,3,13.5,2024-12-21 23:45:18.657967,Credit Card,Anthonyville
b1b9fd9d-db58-4dd9-a0f3-6e9238ec71aa,Douglas,Iced Latte,2,10.0,2024-11-30 21:56:17.143422,Cash,East David
c355853e-b0d9-451c-acc0-067f141f746e,Kristen,Iced Latte,1,5.0,2024-11-03 17:57:04.497921,Cash,Toddton
cb05aa14-0865-4a6e-9b99-eb8332440f07,Donna,Mocha,3,15.0,2025-02-05 19:49:46.882610,Cash,Wilsonview
aae6f1a1-4d38-48d0-90f5-96510b147f1f,Alex,Cappuccino,3,12.0,2024-11-07 04:09:55.504991,Credit Card,New Jamieborough
077d8688-59fe-4c45-abac-7bf82f4ddc9b,Christopher,Cold Brew,3,13.5,2025-03-23 22:42:46.134742,Mobile Payment,Stacystad
802993b1-daea-444a-a91a-49055a29fe6b,Kimberly,Cappuccino,1,4.0,2025-02-09 10:28:36.158649,Credit Card,North Loritown
31094211-b73f-4e64-b78d-2f8d8761f9da,Tamara,Latte,2,9.0,2024-11-20 21:53:00.785264,Cash,Lake Coreyborough
b52f80c9-d9ee-4678-8112-f0ffeba46463,Thomas,Cold Brew,1,4.5,2025-02-24 23:35:26.047692,Credit Card,South Emily
5ad5a309-d5b1-496a-ae4c-16e21b799e6b,Tina,Espresso,2,6.0,2025-01-05 23:09:33.079684,Credit Card,South Daniel
77455560-1fa5-4251-9074-ac13fc0f94cd,Daniel,Espresso,3,9.0,2024-11-14 08:47:41.105246,Credit Card,Janetside
53ff5f1f-150e-4388-8a65-52a5b8ddf15d,Tristan,Iced Latte,3,15.0,2024-12-29 18:57:33.552578,Credit Card,Burkeport
71a71782-d751-4f9c-b9e6-debbafe2487f,Jeremiah,Americano,1,3.5,2025-01-02 21:31:29.836555,Credit Card,Lopezland
79c5f45a-cd6c-48dd-974f-9844e50ea3ec,Sheila,Latte,1,4.5,2024-12-26 15:00:10.851477,Credit Card,Lake Travisville
a8969e70-85cd-4384-b024-979265787d0c,Erica,Americano,2,7.0,2024-11-11 07:39:52.970820,Cash,Moralesshire
ecdfd364-bdce-4f65-9a0a-7680fa42156e,Patricia,Macchiato,2,8.4,2024-11-20 08:31:19.147509,Cash,Theresamouth
fd9bfaf3-d812-4123-984f-5a56334477eb,Richard,Macchiato,1,4.2,2024-12-02 01:30:50.863122,Cash,Hardyview
94f89e6c-c416-407c-b6a7-87b1c3cb0c28,Brittney,Cappuccino,2,8.0,2025-03-07 14:24:11.708496,Cash,Kellyfurt
47656069-82ec-4fc3-bc0a-5867fcce5213,Dylan,Mocha,1,5.0,2025-01-11 12:57:06.216805,Credit Card,West Tracybury
079bf5e6-2275-41e2-b141-52c7a0dcec7d,Cory,Cappuccino,2,8.0,2024-10-30 04:57:08.299128,Mobile Payment,South Erikaburgh
53b3618b-ade0-4648-9ac6-030661f43c2b,Eric,Cold Brew,1,4.5,2025-02-11 01:56:46.654270,Credit Card,Port Charleshaven
774d34f5-caf0-4226-be00-0029c47f9b05,James,Espresso,1,3.0,2025-02-18 09:43:10.199805,Cash,Wagnerside
8a601b92-dc13-4c04-8f3a-2f8d57f731e3,Amy,Espresso,1,3.0,2025-04-12 10:11:35.302840,Credit Card,South Nicoleville
da55f825-5086-4384-b33a-c54f62359144,Nicholas,Americano,2,7.0,2025-01-12 10:56:53.859757,Cash,East Angelaport
7dd19b8f-2a05-4b69-b4c0-4bdfe27bb6c4,Ryan,Iced Latte,2,10.0,2024-12-16 14:09:24.091077,Mobile Payment,Freemanville
a8fae904-7d94-4d9f-acce-693e91a07ef2,Angela,Iced Latte,2,10.0,2025-01-27 00:13:51.215169,Credit Card,Alvarezburgh
436d977b-6431-4bbe-8e44-c9dc81b61c87,Troy,Latte,1,4.5,2025-04-15 18:18:47.783558,Credit Card,Katieport
97289c5e-0734-4403-8fb9-7b5d520b28f6,Brandon,Americano,2,7.0,2025-03-22 07:36:23.930876,Credit Card,Lisashire
a00a06e6-e42f-4c28-83e3-c14806e2e861,Matthew,Latte,2,9.0,2024-11-07 07:52:23.797121,Cash,Victoriachester
3e85c8c4-a947-4663-8e73-752359ecc846,John,Americano,1,3.5,2025-02-15 20:20:49.869933,Credit Card,Lake Cameronport
050bd848-2b76-4718-966c-93cc1d4dfdb1,Amanda,Cold Brew,3,13.5,2024-10-27 09:09:54.927295,Cash,Bradleychester
783e40ab-b22a-45a6-8539-1557444122a5,Brianna,Latte,1,4.5,2025-04-18 11:33:22.476372,Credit Card,Hudsonmouth
7d05121c-ceee-4d65-9904-8ca79291e493,Craig,Iced Latte,2,10.0,2025-02-20 18:44:41.497032,Cash,Tylermouth
5d037a06-4cad-46c5-9d65-5c032aa814da,Tara,Iced Latte,1,5.0,2024-11-26 09:13:58.666696,Mobile Payment,Port Melissaborough
4c1d2e43-0c2b-43e4-83e1-346d49902258,Wendy,Americano,3,10.5,2025-01-01 22:30:21.992574,Mobile Payment,New Julia
94047909-d81c-41a0-b7bb-a2aa178a8c73,Cody,Cappuccino,1,4.0,2024-12-21 00:56:44.604604,Credit Card,New Lauriefort
cbafd542-58e9-4bad-b5b1-773c6d56cfd5,Chase,Flat White,2,8.0,2025-03-19 21:48:19.180715,Cash,Ryanside
66fd3215-6a10-4fb7-b338-3ec95037e669,John,Macchiato,3,12.6,2025-01-22 14:59:52.614446,Cash,North Courtney
93ac009a-2fc1-4403-9cda-8cc184274378,Victor,Flat White,2,8.0,2025-02-18 04:04:54.287302,Cash,Adamsside
c4e4fe52-da4f-406b-9d4a-c78bcf1643a0,Rebecca,Latte,3,13.5,2025-04-09 03:35:14.457910,Mobile Payment,New Jamesmouth
bf164454-2685-402c-bd89-25a925d287d0,Gina,Macchiato,3,12.6,2024-12-14 08:47:05.716471,Cash,Jenkinsland
69958fd1-d891-4adf-b41c-612aa2491260,Joseph,Iced Latte,1,5.0,2024-12-11 22:49:35.218798,Mobile Payment,West Gloria
1d122ccf-3d0d-4ffd-a7e6-d49a3c73013b,Edward,Iced Latte,1,5.0,2024-10-25 14:47:27.283180,Mobile Payment,Stevenside
a59caeed-6c09-4204-afa6-681cfdc56285,Rebecca,Iced Latte,2,10.0,2024-11-26 10:14:55.381260,Cash,Derekview
a89ea4df-471c-40ae-8db4-adabca27cd69,Andrea,Flat White,1,4.0,2025-02-15 03:44:58.313182,Credit Card,Lake Toddtown
157c6813-e581-420f-9c0d-b2660e29ed9a,Lee,Espresso,1,3.0,2024-12-13 22:43:30.540279,Mobile Payment,South Pennyland
b9676dc6-d6fd-41a5-b173-12f4659ae9f2,Megan,Flat White,3,12.0,2024-12-02 15:24:24.761026,Credit Card,New Elizabethshire
867772d3-ee7a-4de6-866d-fe25f31dde25,Johnathan,Mocha,1,5.0,2025-03-31 00:15:07.277264,Mobile Payment,New David
d513da02-544c-44d1-903b-a8c3ce830e27,Breanna,Espresso,3,9.0,2024-12-30 17:36:15.981266,Credit Card,South Jeffery
f84ce7a9-36cf-42d5-acd6-e8df1b5829c9,Joshua,Latte,3,13.5,2025-01-03 02:18:51.434946,Credit Card,South Amandaville
79900a27-6c7c-4eb7-8bb5-f24251057c35,Felicia,Americano,3,10.5,2025-04-14 09:13:00.889485,Mobile Payment,West Thomas
05651e80-4ee4-4227-9245-00395e24296e,Deanna,Latte,2,9.0,2025-04-03 18:46:21.911310,Mobile Payment,Port Joditon
abede2b6-c9ee-497c-aade-7b17b0d090bd,John,Macchiato,2,8.4,2025-01-29 10:38:48.693235,Cash,Daniellestad
1f3eea66-af6c-4f61-8fef-a2a2e7354db2,Amanda,Espresso,2,6.0,2024-12-02 16:53:58.184798,Credit Card,Pricefurt
416aa7f6-eafd-4e7b-ba5d-bd40ed711fe9,Kevin,Iced Latte,3,15.0,2025-04-09 10:58:29.641059,Credit Card,West Jason
70583380-ea77-41d6-a904-a6d6e3e735ab,Crystal,Cappuccino,2,8.0,2025-03-30 01:55:19.278264,Mobile Payment,Mccormickview
c78a7900-d2bd-46ec-9481-13b4ddcf5003,Shelby,Cold Brew,2,9.0,2025-01-14 13:02:21.402200,Mobile Payment,Housemouth
eb25d7e7-e073-4c70-ac20-2d89b7a69c32,Lori,Cold Brew,1,4.5,2025-03-20 00:42:17.415624,Mobile Payment,Williamstad
d03cd20a-baae-4bf8-9a24-45256bbe2bd6,Amy,Cappuccino,2,8.0,2024-12-19 04:50:07.873255,Cash,Port Brettburgh
a41f0d38-ca80-4df8-b182-fcf2a151ed02,Derek,Latte,2,9.0,2025-01-01 16:31:28.394101,Mobile Payment,Leeland
84308e0c-3fe6-44f4-a867-0d3b1c5f3cba,Jennifer,Cold Brew,3,13.5,2025-03-09 15:55:19.275101,Cash,Port Brooke
51c4243b-f07d-4671-8aea-9ae5690a7b80,Shannon,Mocha,3,15.0,2025-03-28 23:48:29.561446,Cash,West Glenn
ccade92e-53dc-4fae-93a7-1b8397d02f8f,Juan,Espresso,3,9.0,2024-11-04 23:08:28.496724,Cash,Hunterfurt
92051da0-e264-4336-95ad-86bcf1db9ad8,Jeffrey,Espresso,3,9.0,2025-04-11 14:36:24.468894,Credit Card,North Terri
da119684-b385-49de-8304-38b532c192f1,Gary,Mocha,3,15.0,2025-01-01 18:09:31.466725,Mobile Payment,Burkeberg
2b8d2c49-5e30-43e1-b541-a44e16ccb813,Stacey,Flat White,3,12.0,2024-11-10 23:29:05.762271,Mobile Payment,Ayalamouth
1e56d346-7e80-4d05-ac71-b531d3c724e8,Jeffrey,Cold Brew,2,9.0,2024-11-26 15:18:27.132477,Credit Card,Keithfort
db38f306-6e6a-4d5b-a154-be4a61cf91fb,Jamie,Espresso,3,9.0,2024-11-28 21:43:06.613873,Mobile Payment,Jessicaborough
cadee3ec-6895-4908-ae2c-b8506b17bd75,Dustin,Americano,3,10.5,2024-12-12 12:37:04.070605,Credit Card,Joemouth
953922c0-5ea0-442c-bf91-c419e846a9df,Gabrielle,Macchiato,1,4.2,2025-01-12 04:24:43.416432,Cash,South Deanmouth
afd58fe7-65c6-4548-b169-fdedf9723977,Jason,Macchiato,2,8.4,2024-12-29 13:19:39.019289,Credit Card,Fitzgeraldview
0f0a6450-8e97-4ce1-9864-3b6a12b3c5eb,Brett,Latte,2,9.0,2025-04-08 11:56:35.610112,Credit Card,Odonnellton
9ea1e617-8129-4a0c-80ef-a857015f566c,Parker,Flat White,2,8.0,2025-04-16 23:27:25.601864,Credit Card,Davidside
42a27950-2deb-4687-949a-ca460a872ac2,Geoffrey,Cold Brew,3,13.5,2025-01-18 12:18:30.029047,Credit Card,Natalieberg
87c9daac-b5d3-4f2f-913b-b65c16f32b93,Ryan,Macchiato,3,12.6,2024-12-07 02:08:11.958673,Cash,Bradleyberg
d5b5b7b0-f92e-4fa1-9f26-64247fcc4456,Juan,Cold Brew,3,13.5,2024-12-25 09:00:01.043071,Mobile Payment,Campbellview
ed3d5159-c2f5-4a5f-945f-f4db9ce91544,Joseph,Cold Brew,1,4.5,2024-12-16 16:34:07.542363,Credit Card,West Jillian
26b94955-f336-45da-8380-3b4a7dc42f12,Angela,Iced Latte,3,15.0,2025-04-06 23:58:17.706185,Credit Card,Brownberg
092e44b7-2ee2-4989-bad8-24060df81d2b,Thomas,Latte,1,4.5,2024-11-19 09:52:57.181920,Mobile Payment,Grahamfort
fd2336f4-5b44-46ed-b107-6f2e0a715350,Jenna,Flat White,2,8.0,2025-01-17 02:50:24.368794,Cash,Rodriguezberg
